Var1,Var2
EX_acrn_e,Extracellular exchange
EX_pcrn_e,Extracellular exchange
EX_lneldccrn_e,Extracellular exchange
EX_odecrn_e,Extracellular exchange
EX_pmtcrn_e,Extracellular exchange
EX_3mtp_e,Extracellular exchange
EX_C14769_e,Extracellular exchange
EX_56dthm_e,Extracellular exchange
EX_56dura_e,Extracellular exchange
EX_5HPET_e,Extracellular exchange
EX_acthr__L_e,Extracellular exchange
EX_adpoh_e,Extracellular exchange
EX_amet_e,Extracellular exchange
EX_15HPET_e,Extracellular exchange
EX_15kprostgf2_e,Extracellular exchange
EX_21hprgnlone_e,Extracellular exchange
EX_3hmp_e,Extracellular exchange
EX_3mhis_e,Extracellular exchange
EX_and19one_e,Extracellular exchange
EX_aracheth_e,Extracellular exchange
EX_C02356_e,Extracellular exchange
EX_C02712_e,Extracellular exchange
EX_C04717_e,Extracellular exchange
EX_C05957_e,Extracellular exchange
EX_C06314_e,Extracellular exchange
EX_pcholet_hs_e,Extracellular exchange
EX_C14771_e,Extracellular exchange
EX_CE1273_e,Extracellular exchange
EX_CE2176_e,Extracellular exchange
EX_pcholn201_hs_e,Extracellular exchange
EX_pcholn205_hs_e,Extracellular exchange
EX_pcholn226_hs_e,Extracellular exchange
EX_pcholn24_hs_e,Extracellular exchange
EX_eidi1114ac_e,Extracellular exchange
EX_CE6031_e,Extracellular exchange
EX_CE7082_e,Extracellular exchange
EX_pcholn261_hs_e,Extracellular exchange
EX_pcholpalm_hs_e,Extracellular exchange
EX_pe14_hs_e,Extracellular exchange
EX_pe15_hs_e,Extracellular exchange
EX_pe161_hs_e,Extracellular exchange
EX_pe203_hs_e,Extracellular exchange
EX_pe226_hs_e,Extracellular exchange
EX_CE7083_e,Extracellular exchange
EX_docohxeth_e,Extracellular exchange
EX_elaidcrn_e,Extracellular exchange
EX_HC00900_e,Extracellular exchange
EX_hexdiac_e,Extracellular exchange
EX_hgentis_e,Extracellular exchange
EX_leuktrB4wcooh_e,Extracellular exchange
EX_pe2linl_hs_e,Extracellular exchange
EX_pear_hs_e,Extracellular exchange
EX_pendecaeth_e,Extracellular exchange
EX_lineth_e,Extracellular exchange
EX_lnlccrn_e,Extracellular exchange
EX_Lpipecol_e,Extracellular exchange
EX_pepalm_hs_e,Extracellular exchange
EX_peste_hs_e,Extracellular exchange
EX_pmeth_e,Extracellular exchange
EX_lthstrl_e,Extracellular exchange
EX_maglinl_hs_e,Extracellular exchange
EX_sebacid_e,Extracellular exchange
EX_sphmyln180241_hs_e,Extracellular exchange
EX_magste_hs_e,Extracellular exchange
EX_mev__R_e,Extracellular exchange
EX_sphmyln18114_hs_e,Extracellular exchange
EX_sphmyln18115_hs_e,Extracellular exchange
EX_pailpalm_hs_e,Extracellular exchange
EX_pailste_hs_e,Extracellular exchange
EX_sphmyln18116_hs_e,Extracellular exchange
EX_pchol2linl_hs_e,Extracellular exchange
EX_pchol2ole_hs_e,Extracellular exchange
EX_pchol2palm_hs_e,Extracellular exchange
EX_pcholar_hs_e,Extracellular exchange
EX_sphmyln181181_hs_e,Extracellular exchange
EX_sphmyln18120_hs_e,Extracellular exchange
EX_sphmyln18121_hs_e,Extracellular exchange
EX_sphmyln18122_hs_e,Extracellular exchange
EX_sphmyln181221_hs_e,Extracellular exchange
EX_subeac_e,Extracellular exchange
EX_tetdeca511ac_e,Extracellular exchange
EX_thrnt_e,Extracellular exchange
EX_ttdcrn_e,Extracellular exchange
EX_txb2_e,Extracellular exchange
EX_wharachd_e,Extracellular exchange
EX_xolest181_hs_e,Extracellular exchange
EX_xolest182_hs_e,Extracellular exchange
EX_xolest204_hs_e,Extracellular exchange
EX_achom__L_e,Extracellular exchange
EX_phacgly_e,Extracellular exchange
EX_3moxtyr_e,Extracellular exchange
EX_alltn_e,Extracellular exchange
EX_glyc2p_e,Extracellular exchange
EX_glyclt_e,Extracellular exchange
EX_oaa_e,Extracellular exchange
EX_phlac_e,Extracellular exchange
EX_ttdcea_e,Extracellular exchange
EX_alaargcys_e,Extracellular exchange
EX_acleu__L_e,Extracellular exchange
EX_alaarggly_e,Extracellular exchange
EX_pheacgly_e,Extracellular exchange
EX_bz_e,Extracellular exchange
EX_alaglylys_e,Extracellular exchange
EX_pcresol_e,Extracellular exchange
EX_pcs_e,Extracellular exchange
EX_hisargser_e,Extracellular exchange
EX_hiscyscys_e,Extracellular exchange
EX_alahisala_e,Extracellular exchange
EX_hisglu_e,Extracellular exchange
EX_hisglugln_e,Extracellular exchange
EX_hislysala_e,Extracellular exchange
EX_hislysglu_e,Extracellular exchange
EX_C05300_e,Extracellular exchange
EX_argalaala_e,Extracellular exchange
EX_retinal_e,Extracellular exchange
EX_1mncam_e,Extracellular exchange
EX_progly_e,Extracellular exchange
EX_dhbpt_e,Extracellular exchange
EX_hislysthr_e,Extracellular exchange
EX_hislysval_e,Extracellular exchange
EX_hismetgln_e,Extracellular exchange
EX_hisphearg_e,Extracellular exchange
EX_hisprolys_e,Extracellular exchange
EX_histrphis_e,Extracellular exchange
EX_ileargile_e,Extracellular exchange
EX_argalaphe_e,Extracellular exchange
EX_ileasp_e,Extracellular exchange
EX_ileprolys_e,Extracellular exchange
EX_prolyspro_e,Extracellular exchange
EX_prophe_e,Extracellular exchange
EX_argalathr_e,Extracellular exchange
EX_proproarg_e,Extracellular exchange
EX_propropro_e,Extracellular exchange
EX_leuasnasp_e,Extracellular exchange
EX_leuasplys_e,Extracellular exchange
EX_protrplys_e,Extracellular exchange
EX_provalgln_e,Extracellular exchange
EX_leuleutrp_e,Extracellular exchange
EX_argarg_e,Extracellular exchange
EX_leuproarg_e,Extracellular exchange
EX_leusertrp_e,Extracellular exchange
EX_serlyshis_e,Extracellular exchange
EX_thrglntyr_e,Extracellular exchange
EX_thrphearg_e,Extracellular exchange
EX_thrserarg_e,Extracellular exchange
EX_leutrp_e,Extracellular exchange
EX_thrthrarg_e,Extracellular exchange
EX_leuval_e,Extracellular exchange
EX_thrtyrmet_e,Extracellular exchange
EX_lysargleu_e,Extracellular exchange
EX_argarglys_e,Extracellular exchange
EX_lyscyshis_e,Extracellular exchange
EX_lysglnphe_e,Extracellular exchange
EX_lystrparg_e,Extracellular exchange
EX_lysvalphe_e,Extracellular exchange
EX_trpargala_e,Extracellular exchange
EX_trpglngln_e,Extracellular exchange
EX_trpglugly_e,Extracellular exchange
EX_trpglupro_e,Extracellular exchange
EX_trpglyleu_e,Extracellular exchange
EX_trpglyphe_e,Extracellular exchange
EX_trpilelys_e,Extracellular exchange
EX_trpiletrp_e,Extracellular exchange
EX_trpleuval_e,Extracellular exchange
EX_metglntyr_e,Extracellular exchange
EX_metphearg_e,Extracellular exchange
EX_pheasnmet_e,Extracellular exchange
EX_pheasp_e,Extracellular exchange
EX_pheleuasp_e,Extracellular exchange
EX_pheleuhis_e,Extracellular exchange
EX_trplys_e,Extracellular exchange
EX_trpmetval_e,Extracellular exchange
EX_trptyrgln_e,Extracellular exchange
EX_phelyspro_e,Extracellular exchange
EX_phephethr_e,Extracellular exchange
EX_pheproarg_e,Extracellular exchange
EX_trptyrtyr_e,Extracellular exchange
EX_phesertrp_e,Extracellular exchange
EX_tyrargser_e,Extracellular exchange
EX_argcysgly_e,Extracellular exchange
EX_tyrcysthr_e,Extracellular exchange
EX_tyrleuarg_e,Extracellular exchange
EX_tyrphetyr_e,Extracellular exchange
EX_tyrthr_e,Extracellular exchange
EX_tyrtrpphe_e,Extracellular exchange
EX_tyrtyr_e,Extracellular exchange
EX_tyrvalmet_e,Extracellular exchange
EX_valarggly_e,Extracellular exchange
EX_valhisasn_e,Extracellular exchange
EX_valphearg_e,Extracellular exchange
EX_valprotrp_e,Extracellular exchange
EX_valserarg_e,Extracellular exchange
EX_phetyrgln_e,Extracellular exchange
EX_phetyrlys_e,Extracellular exchange
EX_proargcys_e,Extracellular exchange
EX_proasncys_e,Extracellular exchange
EX_proglnpro_e,Extracellular exchange
EX_prohis_e,Extracellular exchange
EX_prohistyr_e,Extracellular exchange
EX_argglupro_e,Extracellular exchange
EX_argglygly_e,Extracellular exchange
EX_argphearg_e,Extracellular exchange
EX_argpromet_e,Extracellular exchange
EX_argprothr_e,Extracellular exchange
EX_argtyrval_e,Extracellular exchange
EX_argvalcys_e,Extracellular exchange
EX_argvaltrp_e,Extracellular exchange
EX_asnasnarg_e,Extracellular exchange
EX_asncyscys_e,Extracellular exchange
EX_asnpheasp_e,Extracellular exchange
EX_asnphecys_e,Extracellular exchange
EX_asntyrthr_e,Extracellular exchange
EX_aspglu_e,Extracellular exchange
EX_aspglupro_e,Extracellular exchange
EX_asphiscys_e,Extracellular exchange
EX_aspvalasn_e,Extracellular exchange
EX_cyssermet_e,Extracellular exchange
EX_cystyrasn_e,Extracellular exchange
EX_glnasngln_e,Extracellular exchange
EX_hxa_e,Extracellular exchange
EX_glnhislys_e,Extracellular exchange
EX_glnproglu_e,Extracellular exchange
EX_gluargleu_e,Extracellular exchange
EX_gluasnleu_e,Extracellular exchange
EX_gluthrlys_e,Extracellular exchange
EX_glutrpala_e,Extracellular exchange
EX_glyhisasn_e,Extracellular exchange
EX_glylyscys_e,Extracellular exchange
EX_glylysphe_e,Extracellular exchange
EX_core4_e,Extracellular exchange
EX_core5_e,Extracellular exchange
EX_glyvalhis_e,Extracellular exchange
EX_dsT_antigen_e,Extracellular exchange
EX_f1a_e,Extracellular exchange
EX_galam_e,Extracellular exchange
EX_gncore1_e,Extracellular exchange
EX_mqn7_e,Extracellular exchange
EX_acgal_e,Extracellular exchange
EX_acnam_e,Extracellular exchange
EX_pcreat_e,Extracellular exchange
EX_HC00342_e,Extracellular exchange
EX_CE2934_e,Extracellular exchange
EX_acac_e,Extracellular exchange
EX_adn_e,Extracellular exchange
EX_asp__L_e,Extracellular exchange
EX_but_e,Extracellular exchange
EX_din_e,Extracellular exchange
EX_fe2_e,Extracellular exchange
EX_fe3_e,Extracellular exchange
EX_gal_e,Extracellular exchange
EX_glu__L_e,Extracellular exchange
EX_glyb_e,Extracellular exchange
EX_glyleu_e,Extracellular exchange
EX_h2o_e,Extracellular exchange
EX_ins_e,Extracellular exchange
EX_k_e,Extracellular exchange
EX_lac__L_e,Extracellular exchange
EX_leu__L_e,Extracellular exchange
EX_lys__L_e,Extracellular exchange
EX_mal__L_e,Extracellular exchange
EX_no2_e,Extracellular exchange
EX_o2_e,Extracellular exchange
EX_orn_e,Extracellular exchange
EX_pi_e,Extracellular exchange
EX_ribflv_e,Extracellular exchange
EX_succ_e,Extracellular exchange
EX_thymd_e,Extracellular exchange
EX_urea_e,Extracellular exchange
EX_uri_e,Extracellular exchange
EX_dxtrn_e,Extracellular exchange
EX_dhcholestanate_e,Extracellular exchange
EX_pnto__R_e,Extracellular exchange
EX_gly_e,Extracellular exchange
EX_cys__L_e,Extracellular exchange
EX_thr__L_e,Extracellular exchange
EX_gln__L_e,Extracellular exchange
EX_thcholstoic_e,Extracellular exchange
EX_phe__L_e,Extracellular exchange
EX_tyr__L_e,Extracellular exchange
EX_arg__L_e,Extracellular exchange
EX_for_e,Extracellular exchange
EX_nac_e,Extracellular exchange
EX_ind3ac_e,Extracellular exchange
EX_nh4_e,Extracellular exchange
EX_ac_e,Extracellular exchange
EX_mqn8_e,Extracellular exchange
EX_xol7aone_e,Extracellular exchange
EX_drib_e,Extracellular exchange
EX_fru_e,Extracellular exchange
EX_glyc_e,Extracellular exchange
EX_malttr_e,Extracellular exchange
EX_man_e,Extracellular exchange
EX_ptrc_e,Extracellular exchange
EX_rib__D_e,Extracellular exchange
EX_spmd_e,Extracellular exchange
EX_pydxn_e,Extracellular exchange
EX_pydx_e,Extracellular exchange
EX_pydam_e,Extracellular exchange
EX_arab__L_e,Extracellular exchange
EX_gam_e,Extracellular exchange
EX_pyr_e,Extracellular exchange
EX_tre_e,Extracellular exchange
EX_4abut_e,Extracellular exchange
EX_btn_e,Extracellular exchange
EX_ade_e,Extracellular exchange
EX_etoh_e,Extracellular exchange
EX_acald_e,Extracellular exchange
EX_taur_e,Extracellular exchange
EX_tym_e,Extracellular exchange
EX_3hadpac_e,Extracellular exchange
EX_ethmalac_e,Extracellular exchange
EX_lanost_e,Extracellular exchange
EX_hexgly_e,Extracellular exchange
EX_subgly_e,Extracellular exchange
EX_4ohbut_e,Extracellular exchange
EX_3mox4hoxm_e,Extracellular exchange
EX_CE2026_e,Extracellular exchange
EX_thexdd_e,Extracellular exchange
EX_hexdtr_e,Extracellular exchange
EX_eic21114tr_e,Extracellular exchange
EX_CE4968_e,Extracellular exchange
EX_dhea_e,Extracellular exchange
EX_ahandrostan_e,Extracellular exchange
EX_andrstandn_e,Extracellular exchange
EX_CE2209_e,Extracellular exchange
EX_estrone_e,Extracellular exchange
EX_C05299_e,Extracellular exchange
EX_C05302_e,Extracellular exchange
EX_11docrtsl_e,Extracellular exchange
EX_agm_e,Extracellular exchange
EX_prgnlone_e,Extracellular exchange
EX_17ahprgnlone_e,Extracellular exchange
EX_C03681_e,Extracellular exchange
EX_prgnlones_e,Extracellular exchange
EX_CE1352_e,Extracellular exchange
EX_xol24oh_e,Extracellular exchange
EX_xol25oh_e,Extracellular exchange
EX_chsterols_e,Extracellular exchange
EX_3ityr__L_e,Extracellular exchange
EX_T4hcinnm_e,Extracellular exchange
EX_35diotyr_e,Extracellular exchange
EX_13_cis_retn_e,Extracellular exchange
EX_18harachd_e,Extracellular exchange
EX_HC00460_e,Extracellular exchange
EX_vanillac_e,Extracellular exchange
EX_CE7090_e,Extracellular exchange
EX_CE7096_e,Extracellular exchange
EX_CE4877_e,Extracellular exchange
EX_CE1447_e,Extracellular exchange
EX_trypta_e,Extracellular exchange
EX_CE2006_e,Extracellular exchange
EX_C10164_e,Extracellular exchange
EX_n8aspmd_e,Extracellular exchange
EX_CE6205_e,Extracellular exchange
EX_C09642_e,Extracellular exchange
EX_C05769_e,Extracellular exchange
EX_C05770_e,Extracellular exchange
EX_ppbng_e,Extracellular exchange
EX_12ppd__R_e,Extracellular exchange
EX_dopa4sf_e,Extracellular exchange
EX_CE0737_e,Extracellular exchange
EX_2hiv_e,Extracellular exchange
EX_4glu56dihdind_e,Extracellular exchange
EX_hdd2crn_e,Extracellular exchange
EX_im4ac_e,Extracellular exchange
EX_CE1918_e,Extracellular exchange
EX_mlthf_e,Extracellular exchange
EX_CE5025_e,Extracellular exchange
EX_CE2172_e,Extracellular exchange
EX_ppp9_e,Extracellular exchange
EX_aact_e,Extracellular exchange
EX_CE5629_e,Extracellular exchange
EX_CE2705_e,Extracellular exchange
EX_prist_e,Extracellular exchange
EX_CE2049_e,Extracellular exchange
EX_gd3_hs_e,Extracellular exchange
EX_CE2047_e,Extracellular exchange
EX_gm3_hs_e,Extracellular exchange
EX_2m3hbu_e,Extracellular exchange
EX_5a2opntn_e,Extracellular exchange
EX_arg__D_e,Extracellular exchange
EX_idl_hs_e,Extracellular exchange
EX_ldl_hs_e,Extracellular exchange
EX_hdl_hs_e,Extracellular exchange
EX_HC00005_e,Extracellular exchange
EX_2m3hvac_e,Extracellular exchange
EX_pail_hs_e,Extracellular exchange
EX_CE1243_e,Extracellular exchange
EX_galgluside_hs_e,Extracellular exchange
EX_ga1_hs_e,Extracellular exchange
EX_gt1b_hs_e,Extracellular exchange
EX_3mglutac_e,Extracellular exchange
EX_cmpacna_e,Extracellular exchange
EX_gd2_hs_e,Extracellular exchange
EX_3mglutr_e,Extracellular exchange
EX_12dhchol_e,Extracellular exchange
EX_3dhchol_e,Extracellular exchange
EX_3dhlchol_e,Extracellular exchange
EX_7dhcdchol_e,Extracellular exchange
EX_ca24g_e,Extracellular exchange
EX_ca3s_e,Extracellular exchange
EX_cdca24g_e,Extracellular exchange
EX_coprost_e,Extracellular exchange
EX_dca3s_e,Extracellular exchange
EX_hdca24g_e,Extracellular exchange
EX_hdca6g_e,Extracellular exchange
EX_icdchol_e,Extracellular exchange
EX_lca3g_e,Extracellular exchange
EX_tca3s_e,Extracellular exchange
EX_tdca3s_e,Extracellular exchange
EX_thyochol_e,Extracellular exchange
EX_tudca3s_e,Extracellular exchange
EX_mem2emgacpail_prot_hs_e,Extracellular exchange
EX_nadh_e,Extracellular exchange
EX_glc__D_e,Extracellular exchange
EX_3hlvstacid_e,Extracellular exchange
EX_3hpvs_e,Extracellular exchange
EX_13dmt_e,Extracellular exchange
EX_1513tacr_e,Extracellular exchange
EX_1hibupglu__S_e,Extracellular exchange
EX_2hatvacidgluc_e,Extracellular exchange
EX_2hibupglu__S_e,Extracellular exchange
EX_31dmt_e,Extracellular exchange
EX_35dsmv_e,Extracellular exchange
EX_3hibup__R_e,Extracellular exchange
EX_3ohacmp_e,Extracellular exchange
EX_4hatvacid_e,Extracellular exchange
EX_4hmdgluc_e,Extracellular exchange
EX_56dhpvs_e,Extracellular exchange
EX_5ohfvs_e,Extracellular exchange
EX_6epvs_e,Extracellular exchange
EX_lvst_e,Extracellular exchange
EX_meracmp_e,Extracellular exchange
EX_nfdac_e,Extracellular exchange
EX_oxyp_e,Extracellular exchange
EX_ptvstm3_e,Extracellular exchange
EX_6hmsmvacid_e,Extracellular exchange
EX_6ohfvs_e,Extracellular exchange
EX_7ahglz_e,Extracellular exchange
EX_7bhglz_e,Extracellular exchange
EX_7hpvs_e,Extracellular exchange
EX_acmpglut_e,Extracellular exchange
EX_am19cs_e,Extracellular exchange
EX_pvs_e,Extracellular exchange
EX_pvsgluc_e,Extracellular exchange
EX_smv_e,Extracellular exchange
EX_smvacid_e,Extracellular exchange
EX_sulpacmp_e,Extracellular exchange
EX_tacr_e,Extracellular exchange
EX_thrfvs_e,Extracellular exchange
EX_tmd_e,Extracellular exchange
EX_tmdm1_e,Extracellular exchange
EX_tmdm3_e,Extracellular exchange
EX_am1alcs_e,Extracellular exchange
EX_am1c4n9cs_e,Extracellular exchange
EX_am1cglc_e,Extracellular exchange
EX_am1csa_e,Extracellular exchange
EX_tripvs_e,Extracellular exchange
EX_am4ncs_e,Extracellular exchange
EX_am9csa_e,Extracellular exchange
EX_atvacid_e,Extracellular exchange
EX_caribup__R_e,Extracellular exchange
EX_crvs_e,Extracellular exchange
EX_crvsm24_e,Extracellular exchange
EX_csa_e,Extracellular exchange
EX_dhglz_e,Extracellular exchange
EX_dspvs_e,Extracellular exchange
EX_epoxtac_e,Extracellular exchange
EX_fvs_e,Extracellular exchange
EX_fvstetglu_e,Extracellular exchange
EX_glc3meacp_e,Extracellular exchange
EX_glz_e,Extracellular exchange
EX_gtacmp_e,Extracellular exchange
EX_ibup__R_e,Extracellular exchange
EX_ibupgluc_e,Extracellular exchange
EX_isolvstacid_e,Extracellular exchange
EX_lst4exp_e,Extracellular exchange
EX_lstn_e,Extracellular exchange
EX_lstnm1_e,Extracellular exchange
EX_caproic_e,Extracellular exchange
EX_1a25dhvitd2_e,Extracellular exchange
EX_M00234_e,Extracellular exchange
EX_M01807_e,Extracellular exchange
EX_M00503_e,Extracellular exchange
EX_M02837_e,Extracellular exchange
EX_M01820_e,Extracellular exchange
EX_M00510_e,Extracellular exchange
EX_M00008_e,Extracellular exchange
EX_gpi_sig_e,Extracellular exchange
EX_kdn_e,Extracellular exchange
EX_m3gacpail_prot_hs_e,Extracellular exchange
EX_dolichol__L_e,Extracellular exchange
EX_M00019_e,Extracellular exchange
EX_M00115_e,Extracellular exchange
EX_M00117_e,Extracellular exchange
EX_M00315_e,Extracellular exchange
EX_M00341_e,Extracellular exchange
EX_M01197_e,Extracellular exchange
EX_M01235_e,Extracellular exchange
EX_M01238_e,Extracellular exchange
EX_M01582_e,Extracellular exchange
EX_M02053_e,Extracellular exchange
EX_M02457_e,Extracellular exchange
EX_M02745_e,Extracellular exchange
EX_M02560_e,Extracellular exchange
EX_C01601_e,Extracellular exchange
EX_M02108_e,Extracellular exchange
EX_M03134_e,Extracellular exchange
EX_M01111_e,Extracellular exchange
EX_h2co3_e,Extracellular exchange
EX_M01870_e,Extracellular exchange
EX_ditp_e,Extracellular exchange
EX_M02446_e,Extracellular exchange
EX_M02447_e,Extracellular exchange
EX_itacon_e,Extracellular exchange
EX_4pyrdx_e,Extracellular exchange
EX_5adtststeroneglc_e,Extracellular exchange
EX_5dhf_e,Extracellular exchange
EX_5homeprazole_e,Extracellular exchange
EX_10fthf_e,Extracellular exchange
EX_1glyc_hs_e,Extracellular exchange
EX_2425dhvitd2_e,Extracellular exchange
EX_2425dhvitd3_e,Extracellular exchange
EX_25hvitd2_e,Extracellular exchange
EX_34dhoxpeg_e,Extracellular exchange
EX_3aib_e,Extracellular exchange
EX_3aib__D_e,Extracellular exchange
EX_3mlda_e,Extracellular exchange
EX_4hdebrisoquine_e,Extracellular exchange
EX_4mtolbutamide_e,Extracellular exchange
EX_4nph_e,Extracellular exchange
EX_4nphsf_e,Extracellular exchange
EX_6thf_e,Extracellular exchange
EX_abt_e,Extracellular exchange
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_e,Extracellular exchange
EX_ach_e,Extracellular exchange
EX_acn13acngalgbside_hs_e,Extracellular exchange
EX_acn23acngalgbside_hs_e,Extracellular exchange
EX_acnacngalgbside_hs_e,Extracellular exchange
EX_acngalacglcgal14acglcgalgluside_hs_e,Extracellular exchange
EX_adprbp_e,Extracellular exchange
EX_adrn_e,Extracellular exchange
EX_adrnl_e,Extracellular exchange
EX_aflatoxin_e,Extracellular exchange
EX_ak2lgchol_hs_e,Extracellular exchange
EX_amp_e,Extracellular exchange
EX_apnnox_e,Extracellular exchange
EX_aprgstrn_e,Extracellular exchange
EX_aqcobal_e,Extracellular exchange
EX_arachd_e,Extracellular exchange
EX_ascb__L_e,Extracellular exchange
EX_asp__D_e,Extracellular exchange
EX_atp_e,Extracellular exchange
EX_bilglcur_e,Extracellular exchange
EX_bilirub_e,Extracellular exchange
EX_camp_e,Extracellular exchange
EX_chsterol_e,Extracellular exchange
EX_cmp_e,Extracellular exchange
EX_co_e,Extracellular exchange
EX_crtsl_e,Extracellular exchange
EX_cspg_a_e,Extracellular exchange
EX_cspg_b_e,Extracellular exchange
EX_cspg_d_e,Extracellular exchange
EX_debrisoquine_e,Extracellular exchange
EX_dgchol_e,Extracellular exchange
EX_dopasf_e,Extracellular exchange
EX_ebastineoh_e,Extracellular exchange
EX_elaid_e,Extracellular exchange
EX_estradiol_e,Extracellular exchange
EX_estriolglc_e,Extracellular exchange
EX_estroneglc_e,Extracellular exchange
EX_estrones_e,Extracellular exchange
EX_fuc13galacglcgal14acglcgalgluside_hs_e,Extracellular exchange
EX_fuc14galacglcgalgluside_hs_e,Extracellular exchange
EX_fucacgalfucgalacglcgalgluside_hs_e,Extracellular exchange
EX_fucacngal14acglcgalgluside_hs_e,Extracellular exchange
EX_fucfuc132galacglcgal14acglcgalgluside_hs_e,Extracellular exchange
EX_fucfucfucgalacglcgal14acglcgalgluside_hs_e,Extracellular exchange
EX_fucgalfucgalacglcgalgluside_hs_e,Extracellular exchange
EX_galfuc12gal14acglcgalgluside_hs_e,Extracellular exchange
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_e,Extracellular exchange
EX_galgalgalthcrm_hs_e,Extracellular exchange
EX_gbside_hs_e,Extracellular exchange
EX_gchola_e,Extracellular exchange
EX_gd1b2_hs_e,Extracellular exchange
EX_glygn2_e,Extracellular exchange
EX_glygn4_e,Extracellular exchange
EX_glygn5_e,Extracellular exchange
EX_gmp_e,Extracellular exchange
EX_gp1c_hs_e,Extracellular exchange
EX_gq1b_hs_e,Extracellular exchange
EX_gthrd_e,Extracellular exchange
EX_gtp_e,Extracellular exchange
EX_h2o2_e,Extracellular exchange
EX_hco3_e,Extracellular exchange
EX_hdca_e,Extracellular exchange
EX_hestratriol_e,Extracellular exchange
EX_hista_e,Extracellular exchange
EX_hpdca_e,Extracellular exchange
EX_idp_e,Extracellular exchange
EX_inost_e,Extracellular exchange
EX_ksi_deg1_e,Extracellular exchange
EX_ksii_core2_e,Extracellular exchange
EX_leuktrA4_e,Extracellular exchange
EX_leuktrF4_e,Extracellular exchange
EX_lgnc_e,Extracellular exchange
EX_lneldc_e,Extracellular exchange
EX_lnlncg_e,Extracellular exchange
EX_mag_hs_e,Extracellular exchange
EX_n2m2nmasn_e,Extracellular exchange
EX_ncam_e,Extracellular exchange
EX_no_e,Extracellular exchange
EX_nrpphrsf_e,Extracellular exchange
EX_nrvnc_e,Extracellular exchange
EX_o2s_e,Extracellular exchange
EX_omeprazole_e,Extracellular exchange
EX_pe_hs_e,Extracellular exchange
EX_peplys_e,Extracellular exchange
EX_pglyc_hs_e,Extracellular exchange
EX_prgstrn_e,Extracellular exchange
EX_prostge1_e,Extracellular exchange
EX_ptdca_e,Extracellular exchange
EX_rbt_e,Extracellular exchange
EX_retinol_9_cis_e,Extracellular exchange
EX_retinol_cis_11_e,Extracellular exchange
EX_retn_e,Extracellular exchange
EX_retnglc_e,Extracellular exchange
EX_Rtotal_e,Extracellular exchange
EX_s2l2fn2m2masn_e,Extracellular exchange
EX_sl__L_e,Extracellular exchange
EX_sphs1p_e,Extracellular exchange
EX_srtn_e,Extracellular exchange
EX_strch1_e,Extracellular exchange
EX_strch2_e,Extracellular exchange
EX_tag__D_e,Extracellular exchange
EX_tethex3_e,Extracellular exchange
EX_tettet6_e,Extracellular exchange
EX_thf_e,Extracellular exchange
EX_thmtp_e,Extracellular exchange
EX_thyox__L_e,Extracellular exchange
EX_tmndnc_e,Extracellular exchange
EX_tolbutamide_e,Extracellular exchange
EX_tststerone_e,Extracellular exchange
EX_tsul_e,Extracellular exchange
EX_txa2_e,Extracellular exchange
EX_ump_e,Extracellular exchange
EX_urate_e,Extracellular exchange
EX_utp_e,Extracellular exchange
EX_vacc_e,Extracellular exchange
EX_whtststerone_e,Extracellular exchange
EX_xolest_hs_e,Extracellular exchange
EX_xolest2_hs_e,Extracellular exchange
EX_xoltri24_e,Extracellular exchange
EX_xylt_e,Extracellular exchange
EX_yvite_e,Extracellular exchange
EX_sprm_e,Extracellular exchange
EX_CE1940_e,Extracellular exchange
EX_CE1936_e,Extracellular exchange
EX_maltpt_e,Extracellular exchange
EX_CE2916_e,Extracellular exchange
EX_CE2917_e,Extracellular exchange
EX_CE2839_e,Extracellular exchange
EX_CE1950_e,Extracellular exchange
EX_23cump_e,Extracellular exchange
EX_CE5788_e,Extracellular exchange
EX_CE5789_e,Extracellular exchange
EX_CE5798_e,Extracellular exchange
EX_CE5791_e,Extracellular exchange
EX_CE5867_e,Extracellular exchange
EX_CE5869_e,Extracellular exchange
EX_CE4633_e,Extracellular exchange
EX_CE1926_e,Extracellular exchange
EX_udpgal_e,Extracellular exchange
EX_crm_hs_e,Extracellular exchange
EX_galside_hs_e,Extracellular exchange
EX_CE0074_e,Extracellular exchange
EX_12dgr120_e,Extracellular exchange
EX_C04849_e,Extracellular exchange
EX_3bcrn_e,Extracellular exchange
EX_3ddcrn_e,Extracellular exchange
EX_3deccrn_e,Extracellular exchange
EX_3hexdcrn_e,Extracellular exchange
EX_3octdec2crn_e,Extracellular exchange
EX_3octdeccrn_e,Extracellular exchange
EX_3octdece1crn_e,Extracellular exchange
EX_3tdcrn_e,Extracellular exchange
EX_3tetd7ecoacrn_e,Extracellular exchange
EX_3ttetddcoacrn_e,Extracellular exchange
EX_c16dc_e,Extracellular exchange
EX_c4crn_e,Extracellular exchange
EX_c51crn_e,Extracellular exchange
EX_c6dc_e,Extracellular exchange
EX_c81crn_e,Extracellular exchange
EX_c8dc_e,Extracellular exchange
EX_ddece1crn_e,Extracellular exchange
EX_ddeccrn_e,Extracellular exchange
EX_doco13ac_e,Extracellular exchange
EX_ivcrn_e,Extracellular exchange
EX_tetdec2crn_e,Extracellular exchange
EX_tetdece1crn_e,Extracellular exchange
EX_prostgi2_e,Extracellular exchange
